date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:51:32	31849/31849	---M--	200	added ('OK')	image/jpeg	etag:%227c69-58d37da9d1a80%22	http://hienle.demo.123corp.vn/steeldoor/img/chnn2.jpg	D:/xampp/htdocs/FCV/WP/2020/07/realwork/Realwork/hienle.demo.123corp.vn/steeldoor/img/chnn2.jpg	(from http://hienle.demo.123corp.vn/steeldoor/co-hoi-nghe-nghiep.html)
15:51:32	654/654	---M--	200	added ('OK')	image/png	etag:%2228e-58d37efb6b700%22	http://hienle.demo.123corp.vn/steeldoor/img/dt.png	D:/xampp/htdocs/FCV/WP/2020/07/realwork/Realwork/hienle.demo.123corp.vn/steeldoor/img/dt.png	(from http://hienle.demo.123corp.vn/steeldoor/lien-he.html)
15:51:37	187227/187227	---M--	200	added ('OK')	image/png	etag:%222db5b-58d36fd3df600%22	http://hienle.demo.123corp.vn/steeldoor/img/tt1.png	D:/xampp/htdocs/FCV/WP/2020/07/realwork/Realwork/hienle.demo.123corp.vn/steeldoor/img/tt1.png	(from http://hienle.demo.123corp.vn/steeldoor/tin-tuc.html)
15:51:37	7938/7938	---M--	200	added ('OK')	text/css	etag:%221f02-5672f5e5f9700%22	http://hienle.demo.123corp.vn/steeldoor/css/lightslider.css	D:/xampp/htdocs/FCV/WP/2020/07/realwork/Realwork/hienle.demo.123corp.vn/steeldoor/css/lightslider.css	(from http://hienle.demo.123corp.vn/steeldoor/san-pham-chi-tiet.html)
15:51:46	234045/234045	---M--	200	added ('OK')	image/png	etag:%223923d-58d370b308480%22	http://hienle.demo.123corp.vn/steeldoor/img/video1.png	D:/xampp/htdocs/FCV/WP/2020/07/realwork/Realwork/hienle.demo.123corp.vn/steeldoor/img/video1.png	(from http://hienle.demo.123corp.vn/steeldoor/video.html)
15:51:47	1145/1145	---M--	200	added ('OK')	image/jpeg	etag:%22479-58d27bfe12e80%22	http://hienle.demo.123corp.vn/steeldoor/img/color-b.jpg	D:/xampp/htdocs/FCV/WP/2020/07/realwork/Realwork/hienle.demo.123corp.vn/steeldoor/img/color-b.jpg	(from http://hienle.demo.123corp.vn/steeldoor/san-pham-chi-tiet.html)
15:51:47	1142/1142	---M--	200	added ('OK')	image/jpeg	etag:%22476-58d27be35ef80%22	http://hienle.demo.123corp.vn/steeldoor/img/color-g.jpg	D:/xampp/htdocs/FCV/WP/2020/07/realwork/Realwork/hienle.demo.123corp.vn/steeldoor/img/color-g.jpg	(from http://hienle.demo.123corp.vn/steeldoor/san-pham-chi-tiet.html)
15:51:47	1145/1145	---M--	200	added ('OK')	image/jpeg	etag:%22479-58d27bc4da780%22	http://hienle.demo.123corp.vn/steeldoor/img/color-gh.jpg	D:/xampp/htdocs/FCV/WP/2020/07/realwork/Realwork/hienle.demo.123corp.vn/steeldoor/img/color-gh.jpg	(from http://hienle.demo.123corp.vn/steeldoor/san-pham-chi-tiet.html)
15:51:48	1146/1146	---M--	200	added ('OK')	image/jpeg	etag:%2247a-58d27ba655f80%22	http://hienle.demo.123corp.vn/steeldoor/img/color-h.jpg	D:/xampp/htdocs/FCV/WP/2020/07/realwork/Realwork/hienle.demo.123corp.vn/steeldoor/img/color-h.jpg	(from http://hienle.demo.123corp.vn/steeldoor/san-pham-chi-tiet.html)
15:51:48	1146/1146	---M--	200	added ('OK')	image/jpeg	etag:%2247a-58d27b6b35400%22	http://hienle.demo.123corp.vn/steeldoor/img/color-r.jpg	D:/xampp/htdocs/FCV/WP/2020/07/realwork/Realwork/hienle.demo.123corp.vn/steeldoor/img/color-r.jpg	(from http://hienle.demo.123corp.vn/steeldoor/san-pham-chi-tiet.html)
15:51:48	1280/1280	---M--	200	added ('OK')	image/jpeg	etag:%22500-58d27b89b9c00%22	http://hienle.demo.123corp.vn/steeldoor/img/color-rb.jpg	D:/xampp/htdocs/FCV/WP/2020/07/realwork/Realwork/hienle.demo.123corp.vn/steeldoor/img/color-rb.jpg	(from http://hienle.demo.123corp.vn/steeldoor/san-pham-chi-tiet.html)
15:51:49	171/171	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2005%20Aug%202020%2008:51:51%20GMT	http://s7.addthis.com/js/300/addthis_widget.js	D:/xampp/htdocs/FCV/WP/2020/07/realwork/Realwork/s7.addthis.com/js/300/addthis_widget.63.delayed	(from http://hienle.demo.123corp.vn/steeldoor/san-pham-chi-tiet.html)
15:51:56	114911/114911	---M--	200	added ('OK')	image/jpeg	etag:%221c0df-58d284081a600%22	http://hienle.demo.123corp.vn/steeldoor/img/pd-05-color-b-2.jpg	D:/xampp/htdocs/FCV/WP/2020/07/realwork/Realwork/hienle.demo.123corp.vn/steeldoor/img/pd-05-color-b-2.jpg	(from http://hienle.demo.123corp.vn/steeldoor/san-pham-chi-tiet.html)
15:51:58	357573/357573	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%22574c5-58ceaf3331380%22	http://hienle.demo.123corp.vn/steeldoor/img/banner3.jpg	D:/xampp/htdocs/FCV/WP/2020/07/realwork/Realwork/hienle.demo.123corp.vn/steeldoor/img/banner3.jpg	(from http://hienle.demo.123corp.vn/steeldoor/)
15:52:03	48086/48086	---M--	200	added ('OK')	application/javascript	etag:%22bbd6-5664788008580%22	http://hienle.demo.123corp.vn/steeldoor/js/lightslider.js	D:/xampp/htdocs/FCV/WP/2020/07/realwork/Realwork/hienle.demo.123corp.vn/steeldoor/js/lightslider.js	(from http://hienle.demo.123corp.vn/steeldoor/san-pham-chi-tiet.html)
15:52:04	231346/231346	---M--	200	added ('OK')	image/png	etag:%22387b2-58d37db172c80%22	http://hienle.demo.123corp.vn/steeldoor/img/chnn3.png	D:/xampp/htdocs/FCV/WP/2020/07/realwork/Realwork/hienle.demo.123corp.vn/steeldoor/img/chnn3.png	(from http://hienle.demo.123corp.vn/steeldoor/co-hoi-nghe-nghiep.html)
15:52:06	361292/361292	---M-Z	200	added ('OK')	application/javascript	etag:%225ed917ff-5834c%22	https://s7.addthis.com/js/300/addthis_widget.js	D:/xampp/htdocs/FCV/WP/2020/07/realwork/Realwork/s7.addthis.com/js/300/addthis_widget.js	(from http://hienle.demo.123corp.vn/steeldoor/san-pham-chi-tiet.html)
15:52:21	643883/643883	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%229d32b-58d26094f0300%22	http://hienle.demo.123corp.vn/steeldoor/img/gt8.jpg	D:/xampp/htdocs/FCV/WP/2020/07/realwork/Realwork/hienle.demo.123corp.vn/steeldoor/img/gt8.jpg	(from http://hienle.demo.123corp.vn/steeldoor/gioi-thieu.html)
